Name;nectc;i;prunningPropagation;pruningTime;priorizationPropagation;prioritizationTime;packagingTime
fame_dbms_fm;2;6;1;0;0;0;1
fame_dbms_fm;2;7;0;1;1;0;1
fame_dbms_fm;2;8;0;0;0;0;0
fame_dbms_fm;2;9;0;0;0;0;0
fame_dbms_fm;5;0;0;0;0;0;0
fame_dbms_fm;5;1;0;0;0;0;0
fame_dbms_fm;5;2;0;0;0;0;0
fame_dbms_fm;5;3;0;2;0;2;2
fame_dbms_fm;5;4;0;0;0;0;0
fame_dbms_fm;5;5;0;0;0;0;0
fame_dbms_fm;5;6;0;0;0;0;0
fame_dbms_fm;5;7;0;0;0;0;0
fame_dbms_fm;5;8;0;0;0;0;0
fame_dbms_fm;5;9;1;1;0;2;3
model_20090801_1908323193;0;0;0;1;0;2;3
model_20090801_1908323193;0;1;0;1;0;2;2
model_20090801_1908323193;0;2;0;2;1;2;3
model_20090801_1908323193;0;3;0;2;1;2;3
model_20090801_1908323193;0;4;0;1;0;2;3
model_20090801_1908323193;0;5;0;2;1;1;2
model_20090801_1908323193;0;6;0;2;0;2;3
model_20090801_1908323193;0;7;0;3;1;2;2
model_20090801_1908323193;0;8;0;2;1;2;3
model_20090801_1908323193;0;9;0;2;0;2;3
model_20090801_1908323193;2;0;0;0;0;0;0
model_20090801_1908323193;2;1;0;0;0;0;0
model_20090801_1908323193;2;2;0;2;0;2;2
model_20090801_1908323193;2;3;0;2;0;2;3
model_20090801_1908323193;2;4;0;2;0;2;2
model_20090801_1908323193;2;5;0;0;0;0;0
model_20090801_1908323193;2;6;0;2;0;2;2
model_20090801_1908323193;2;7;0;1;1;1;2
model_20090801_1908323193;2;8;0;2;0;2;3
model_20090801_1908323193;2;9;0;0;0;0;0
model_20090801_1908323193;5;0;0;0;0;0;0
model_20090801_1908323193;5;1;0;0;0;0;0
model_20090801_1908323193;5;2;0;0;0;0;0
model_20090801_1908323193;5;3;0;1;1;1;2
model_20090801_1908323193;5;4;0;0;0;0;0
model_20090801_1908323193;5;5;0;0;0;0;0
model_20090801_1908323193;5;6;0;0;0;0;0
model_20090801_1908323193;5;7;0;0;0;0;0
model_20090801_1908323193;5;8;0;0;0;0;0
model_20090801_1908323193;5;9;0;0;0;0;0
model_20091009_1552375070;0;0;1;11;1;10;13
model_20091009_1552375070;0;1;1;7;1;9;12
model_20091009_1552375070;0;2;0;8;0;11;14
model_20091009_1552375070;0;3;1;8;1;12;16
model_20091009_1552375070;0;4;1;10;0;11;14
model_20091009_1552375070;0;5;0;10;0;12;15
model_20091009_1552375070;0;6;0;10;1;10;13
model_20091009_1552375070;0;7;1;11;0;11;14
model_20091009_1552375070;0;8;1;9;0;12;15
model_20091009_1552375070;0;9;1;8;0;12;14
model_20091009_1552375070;2;0;1;7;1;9;12
model_20091009_1552375070;2;1;0;0;0;0;0
model_20091009_1552375070;2;2;0;0;0;0;0
model_20091009_1552375070;2;3;1;8;0;10;14
model_20091009_1552375070;2;4;0;0;0;0;0
model_20091009_1552375070;2;5;0;0;0;0;0
model_20091009_1552375070;2;6;0;0;0;0;0
model_20091009_1552375070;2;7;0;9;1;12;15
model_20091009_1552375070;2;8;1;10;1;12;15
model_20091009_1552375070;2;9;1;7;1;10;13
model_20091009_1552375070;5;0;0;0;0;0;0
model_20091009_1552375070;5;1;0;0;0;0;0
model_20091009_1552375070;5;2;0;0;0;0;0
model_20091009_1552375070;5;3;0;0;0;0;0
model_20091009_1552375070;5;4;1;8;1;7;11
model_20091009_1552375070;5;5;0;0;0;0;0
model_20091009_1552375070;5;6;0;7;1;7;10
model_20091009_1552375070;5;7;0;0;0;0;0
model_20091009_1552375070;5;8;1;9;1;11;14
model_20091009_1552375070;5;9;0;0;0;0;0
model_20091015_449909368;0;0;0;1;0;1;1
model_20091015_449909368;0;1;0;1;1;0;0
model_20091015_449909368;0;2;0;0;1;0;1
model_20091015_449909368;0;3;0;1;1;0;1
model_20091015_449909368;0;4;0;0;0;1;1
model_20091015_449909368;0;5;0;1;0;1;1
model_20091015_449909368;0;6;1;0;0;0;1
model_20091015_449909368;0;7;0;1;0;1;1
model_20091015_449909368;0;8;1;0;0;1;1
model_20091015_449909368;0;9;1;0;0;1;1
model_20091015_449909368;2;0;0;0;0;0;0
model_20091015_449909368;2;1;0;0;0;1;1
model_20091015_449909368;2;2;0;0;0;0;0
model_20091015_449909368;2;3;0;0;0;0;0
model_20091015_449909368;2;4;0;0;0;0;0
model_20091015_449909368;2;5;0;1;0;1;1
model_20091015_449909368;2;6;0;0;0;1;0
model_20091015_449909368;2;7;0;0;0;0;0
model_20091015_449909368;2;8;1;0;0;0;0
model_20091015_449909368;2;9;0;0;0;0;0
model_20091015_449909368;5;0;0;0;0;0;0
model_20091015_449909368;5;1;0;0;0;0;0
model_20091015_449909368;5;2;0;0;0;0;0
model_20091015_449909368;5;3;0;0;0;0;0
model_20091015_449909368;5;4;0;0;0;0;0
model_20091015_449909368;5;5;0;0;0;0;0
model_20091015_449909368;5;6;0;0;0;0;0
model_20091015_449909368;5;7;0;0;0;0;0
model_20091015_449909368;5;8;0;0;0;0;0
model_20091015_449909368;5;9;0;0;0;0;0
model_20091109_376438407;0;0;1;3;0;4;5
model_20091109_376438407;0;1;1;4;0;4;5
model_20091109_376438407;0;2;1;3;0;3;3
model_20091109_376438407;0;3;1;4;0;4;5
model_20091109_376438407;0;4;0;4;0;4;5
model_20091109_376438407;0;5;1;2;0;4;5
model_20091109_376438407;0;6;1;3;0;3;4
model_20091109_376438407;0;7;0;3;0;4;5
model_20091109_376438407;0;8;0;4;1;4;7
model_20091109_376438407;0;9;0;3;0;3;4
model_20091109_376438407;2;0;0;3;0;3;4
model_20091109_376438407;2;1;0;3;0;3;4
model_20091109_376438407;2;2;0;0;0;0;0
model_20091109_376438407;2;3;0;0;0;0;0
model_20091109_376438407;2;4;0;0;0;0;0
model_20091109_376438407;2;5;0;0;0;0;0
model_20091109_376438407;2;6;0;3;0;3;4
model_20091109_376438407;2;7;0;0;0;0;0
model_20091109_376438407;2;8;0;3;0;3;3
model_20091109_376438407;2;9;0;0;0;0;0
model_20091109_376438407;5;0;0;0;0;0;0
model_20091109_376438407;5;1;0;0;0;0;0
model_20091109_376438407;5;2;0;0;0;0;0
model_20091109_376438407;5;3;0;3;1;2;4
model_20091109_376438407;5;4;0;0;0;0;0
model_20091109_376438407;5;5;0;0;0;0;0
model_20091109_376438407;5;6;0;3;1;2;3
model_20091109_376438407;5;7;0;0;0;0;0
model_20091109_376438407;5;8;0;0;0;0;0
model_20091109_376438407;5;9;0;0;0;0;0
model_20091129_1734444143;0;0;0;1;0;2;2
model_20091129_1734444143;0;1;0;1;0;2;3
model_20091129_1734444143;0;2;0;1;1;1;2
model_20091129_1734444143;0;3;1;1;1;1;2
model_20091129_1734444143;0;4;0;1;0;2;3
model_20091129_1734444143;0;5;0;2;0;2;2
model_20091129_1734444143;0;6;0;1;0;3;3
model_20091129_1734444143;0;7;0;2;0;2;2
model_20091129_1734444143;0;8;0;2;0;2;2
model_20091129_1734444143;0;9;0;1;0;2;2
model_20091129_1734444143;2;0;1;1;0;2;2
model_20091129_1734444143;2;1;0;1;0;1;2
model_20091129_1734444143;2;2;0;0;0;0;0
model_20091129_1734444143;2;3;0;0;0;0;0
model_20091129_1734444143;2;4;0;0;0;0;0
model_20091129_1734444143;2;5;0;0;0;0;0
model_20091129_1734444143;2;6;0;2;0;3;3
model_20091129_1734444143;2;7;0;1;0;2;1
model_20091129_1734444143;2;8;0;0;0;0;0
model_20091129_1734444143;2;9;0;0;0;0;0
model_20091129_1734444143;5;0;0;2;0;2;2
model_20091129_1734444143;5;1;0;0;0;0;0
model_20091129_1734444143;5;2;0;0;0;0;0
model_20091129_1734444143;5;3;1;1;0;2;2
model_20091129_1734444143;5;4;0;1;0;1;2
model_20091129_1734444143;5;5;0;0;0;0;0
model_20091129_1734444143;5;6;0;0;0;0;0
model_20091129_1734444143;5;7;0;0;0;0;0
model_20091129_1734444143;5;8;0;0;0;0;0
model_20091129_1734444143;5;9;0;0;0;0;0
model_20091205_755658379;0;0;3;18;4;25;37
model_20091205_755658379;0;1;3;20;4;18;29
model_20091205_755658379;0;2;3;21;4;22;32
model_20091205_755658379;0;3;3;21;4;22;33
model_20091205_755658379;0;4;3;19;4;24;35
model_20091205_755658379;0;5;3;22;4;18;30
model_20091205_755658379;0;6;3;21;4;23;35
model_20091205_755658379;0;7;3;19;4;23;35
model_20091205_755658379;0;8;2;22;5;22;32
model_20091205_755658379;0;9;2;15;4;22;33
model_20091205_755658379;2;0;3;15;4;22;32
model_20091205_755658379;2;1;0;0;0;0;0
model_20091205_755658379;2;2;0;0;0;0;0
model_20091205_755658379;2;3;0;0;0;0;0
model_20091205_755658379;2;4;0;0;0;0;0
model_20091205_755658379;2;5;3;14;4;17;27
model_20091205_755658379;2;6;0;0;0;0;0
model_20091205_755658379;2;7;3;21;4;21;32
model_20091205_755658379;2;8;0;0;0;0;0
model_20091205_755658379;2;9;3;20;4;22;33
model_20091205_755658379;5;0;0;0;0;0;0
model_20091205_755658379;5;1;0;0;0;0;0
model_20091205_755658379;5;2;0;0;0;0;0
model_20091205_755658379;5;3;0;0;0;0;0
model_20091205_755658379;5;4;0;0;0;0;0
model_20091205_755658379;5;5;3;23;4;24;34
model_20091205_755658379;5;6;0;0;0;0;0
model_20091205_755658379;5;7;0;0;0;0;0
model_20091205_755658379;5;8;3;18;4;16;26
model_20091205_755658379;5;9;0;0;0;0;0
model_20091206_1647557456;0;0;0;2;0;2;1
model_20091206_1647557456;0;1;0;1;0;2;2
model_20091206_1647557456;0;2;0;1;1;1;2
model_20091206_1647557456;0;3;0;2;0;2;3
model_20091206_1647557456;0;4;0;1;1;1;2
model_20091206_1647557456;0;5;0;1;0;1;2
model_20091206_1647557456;0;6;0;1;1;1;2
model_20091206_1647557456;0;7;0;1;1;1;2
model_20091206_1647557456;0;8;0;2;0;1;2
model_20091206_1647557456;0;9;0;2;0;2;2
model_20091206_1647557456;2;0;0;1;1;1;2
model_20091206_1647557456;2;1;0;0;0;0;0
model_20091206_1647557456;2;2;0;0;0;0;0
model_20091206_1647557456;2;3;0;1;0;2;2
model_20091206_1647557456;2;4;0;1;0;2;2
model_20091206_1647557456;2;5;1;1;0;2;2
model_20091206_1647557456;2;6;0;2;0;2;2
model_20091206_1647557456;2;7;0;1;0;1;2
model_20091206_1647557456;2;8;0;1;0;1;2
model_20091206_1647557456;2;9;0;1;0;1;1
model_20091206_1647557456;5;0;0;0;0;0;0
model_20091206_1647557456;5;1;0;0;0;0;0
model_20091206_1647557456;5;2;0;0;0;0;0
model_20091206_1647557456;5;3;0;0;0;0;0
model_20091206_1647557456;5;4;0;0;0;0;0
model_20091206_1647557456;5;5;0;0;0;0;0
model_20091206_1647557456;5;6;0;0;0;0;0
model_20091206_1647557456;5;7;0;0;0;0;0
model_20091206_1647557456;5;8;0;1;0;1;2
model_20091206_1647557456;5;9;0;0;0;0;0
model_20091210_241985787;0;0;0;2;1;1;2
model_20091210_241985787;0;1;0;2;0;2;2
model_20091210_241985787;0;2;0;2;0;2;3
model_20091210_241985787;0;3;0;2;0;3;4
model_20091210_241985787;0;4;0;2;0;2;3
model_20091210_241985787;0;5;0;2;0;2;3
model_20091210_241985787;0;6;0;3;0;2;2
model_20091210_241985787;0;7;0;2;0;2;3
model_20091210_241985787;0;8;0;2;0;2;3
model_20091210_241985787;0;9;1;1;0;2;3
model_20091210_241985787;2;0;0;2;1;1;3
model_20091210_241985787;2;1;1;1;0;3;3
model_20091210_241985787;2;2;0;2;0;3;4
model_20091210_241985787;2;3;0;0;0;0;0
model_20091210_241985787;2;4;1;1;0;2;2
model_20091210_241985787;2;5;0;2;0;2;2
model_20091210_241985787;2;6;1;1;0;2;2
model_20091210_241985787;2;7;0;0;0;0;0
model_20091210_241985787;2;8;1;1;0;2;3
model_20091210_241985787;2;9;0;3;0;3;4
model_20091210_241985787;5;0;0;0;0;0;0
model_20091210_241985787;5;1;0;0;0;0;0
model_20091210_241985787;5;2;0;0;0;0;0
model_20091210_241985787;5;3;0;0;0;0;0
model_20091210_241985787;5;4;0;0;0;0;0
model_20091210_241985787;5;5;0;0;0;0;0
model_20091210_241985787;5;6;0;2;0;3;3
model_20091210_241985787;5;7;0;0;0;0;0
model_20091210_241985787;5;8;0;0;0;0;0
model_20091210_241985787;5;9;0;0;0;0;0
model_20091210_993249741;0;0;0;7;0;8;11
model_20091210_993249741;0;1;0;8;1;6;9
model_20091210_993249741;0;2;0;7;1;6;9
model_20091210_993249741;0;3;1;6;0;9;12
model_20091210_993249741;0;4;1;7;0;4;7
model_20091210_993249741;0;5;0;7;1;6;9
model_20091210_993249741;0;6;0;7;1;5;8
model_20091210_993249741;0;7;0;7;1;8;11
model_20091210_993249741;0;8;1;8;1;8;11
model_20091210_993249741;0;9;1;6;0;8;11
model_20091210_993249741;2;0;0;5;1;8;11
model_20091210_993249741;2;1;1;6;1;5;8
model_20091210_993249741;2;2;0;0;0;0;0
model_20091210_993249741;2;3;1;5;1;7;10
model_20091210_993249741;2;4;0;0;0;0;0
model_20091210_993249741;2;5;0;7;1;6;8
model_20091210_993249741;2;6;0;7;0;7;9
model_20091210_993249741;2;7;1;6;0;7;9
model_20091210_993249741;2;8;1;4;1;5;8
model_20091210_993249741;2;9;0;0;0;0;0
model_20091210_993249741;5;0;0;0;0;0;0
model_20091210_993249741;5;1;0;0;0;0;0
model_20091210_993249741;5;2;0;0;0;0;0
model_20091210_993249741;5;3;0;0;0;0;0
model_20091210_993249741;5;4;0;0;0;0;0
model_20091210_993249741;5;5;0;0;0;0;0
model_20091210_993249741;5;6;0;0;0;0;0
model_20091210_993249741;5;7;1;4;0;3;5
model_20091210_993249741;5;8;0;0;0;0;0
model_20091210_993249741;5;9;0;0;0;0;0
model_20091219_494647199;0;0;0;1;1;1;1
model_20091219_494647199;0;1;0;1;0;1;2
model_20091219_494647199;0;2;0;1;0;1;2
model_20091219_494647199;0;3;0;1;0;1;1
model_20091219_494647199;0;4;0;1;0;1;1
model_20091219_494647199;0;5;0;1;1;1;2
model_20091219_494647199;0;6;1;1;1;1;2
model_20091219_494647199;0;7;1;1;0;1;1
model_20091219_494647199;0;8;0;1;0;1;1
model_20091219_494647199;0;9;0;2;0;2;1
model_20091219_494647199;2;0;0;1;0;1;1
model_20091219_494647199;2;1;0;0;0;0;0
model_20091219_494647199;2;2;0;1;0;1;1
model_20091219_494647199;2;3;0;1;0;1;1
model_20091219_494647199;2;4;0;0;0;1;1
model_20091219_494647199;2;5;0;0;0;0;0
model_20091219_494647199;2;6;0;0;0;0;0
model_20091219_494647199;2;7;0;0;0;0;0
model_20091219_494647199;2;8;0;1;0;1;1
model_20091219_494647199;2;9;0;0;0;0;0
model_20091219_494647199;5;0;0;0;0;0;0
model_20091219_494647199;5;1;1;1;1;0;2
model_20091219_494647199;5;2;0;0;0;0;0
model_20091219_494647199;5;3;0;0;0;0;0
model_20091219_494647199;5;4;0;1;0;1;1
model_20091219_494647199;5;5;0;0;0;0;0
model_20091219_494647199;5;6;0;0;0;0;0
model_20091219_494647199;5;7;0;0;0;0;0
model_20091219_494647199;5;8;0;0;0;0;0
model_20091219_494647199;5;9;0;0;0;0;0
model_20091225_1547989376;0;0;0;5;0;8;10
model_20091225_1547989376;0;1;0;6;0;6;8
model_20091225_1547989376;0;2;1;7;1;7;9
model_20091225_1547989376;0;3;0;7;0;6;8
model_20091225_1547989376;0;4;1;4;0;6;8
model_20091225_1547989376;0;5;1;5;1;6;8
model_20091225_1547989376;0;6;0;7;0;6;7
model_20091225_1547989376;0;7;1;6;0;7;9
model_20091225_1547989376;0;8;0;6;0;8;10
model_20091225_1547989376;0;9;0;4;0;7;10
model_20091225_1547989376;2;0;0;6;0;8;11
model_20091225_1547989376;2;1;1;5;0;6;7
model_20091225_1547989376;2;2;1;5;0;7;9
model_20091225_1547989376;2;3;1;5;1;7;8
model_20091225_1547989376;2;4;0;5;0;4;6
model_20091225_1547989376;2;5;0;5;0;7;9
model_20091225_1547989376;2;6;0;5;1;6;8
model_20091225_1547989376;2;7;1;5;0;6;7
model_20091225_1547989376;2;8;1;5;1;6;9
model_20091225_1547989376;2;9;0;7;1;7;9
model_20091225_1547989376;5;0;0;0;0;0;0
model_20091225_1547989376;5;1;0;0;0;0;0
model_20091225_1547989376;5;2;0;0;0;0;0
model_20091225_1547989376;5;3;0;0;0;0;0
model_20091225_1547989376;5;4;0;0;0;0;0
model_20091225_1547989376;5;5;0;0;0;0;0
model_20091225_1547989376;5;6;0;0;0;0;0
model_20091225_1547989376;5;7;0;0;0;0;0
model_20091225_1547989376;5;8;1;5;1;7;10
model_20091225_1547989376;5;9;0;0;0;0;0
model_20100106_985255768;0;0;0;0;1;0;1
model_20100106_985255768;0;1;0;0;0;0;1
model_20100106_985255768;0;2;0;0;0;0;1
model_20100106_985255768;0;3;0;0;1;0;1
model_20100106_985255768;0;4;0;0;1;0;1
model_20100106_985255768;0;5;0;0;1;0;1
model_20100106_985255768;0;6;0;0;1;0;1
model_20100106_985255768;0;7;0;0;0;1;1
model_20100106_985255768;0;8;0;0;1;0;1
model_20100106_985255768;0;9;1;0;0;1;1
model_20100106_985255768;2;0;0;0;0;0;0
model_20100106_985255768;2;1;0;0;0;0;0
model_20100106_985255768;2;2;0;0;1;0;1
model_20100106_985255768;2;3;0;0;0;0;0
model_20100106_985255768;2;4;0;0;0;0;0
model_20100106_985255768;2;5;0;0;0;0;0
model_20100106_985255768;2;6;0;0;1;0;1
model_20100106_985255768;2;7;0;0;0;0;0
model_20100106_985255768;2;8;1;0;0;1;1
model_20100106_985255768;2;9;1;0;1;0;1
model_20100106_985255768;5;0;0;0;0;0;0
model_20100106_985255768;5;1;0;0;0;0;0
model_20100106_985255768;5;2;0;0;0;0;0
model_20100106_985255768;5;3;0;0;0;0;0
model_20100106_985255768;5;4;0;0;0;0;0
model_20100106_985255768;5;5;0;0;0;0;0
