Name;NoF;CTC;eCTC;pruProp;pruTime;priProp;priTime
400-5-0-0;400;5;0;8;808;14;699
400-5-0-1;400;5;0;9;787;15;729
400-5-0-2;400;5;0;9;664;13;822
400-5-0-3;400;5;0;17;470;31;578
400-5-0-4;400;5;0;6;773;8;763
400-5-0-5;400;5;0;10;722;17;687
400-5-0-6;400;5;0;9;709;15;745
400-5-0-7;400;5;0;8;730;13;715
400-5-0-8;400;5;0;13;624;23;642
400-5-0-9;400;5;0;5;777;8;784
400-5-2-0;400;5;2;6;776;10;779
400-5-2-1;400;5;2;12;610;23;637
400-5-2-2;400;5;2;11;615;18;615
400-5-2-3;400;5;2;11;683;19;677
400-5-2-4;400;5;2;9;727;14;626
400-5-2-5;400;5;2;11;652;20;673
400-5-2-6;400;5;2;13;556;23;560
400-5-2-7;400;5;2;10;607;18;657
400-5-2-8;400;5;2;4;687;5;688
400-5-2-9;400;5;2;7;704;13;712
400-5-5-0;400;5;5;10;691;16;733
400-5-5-1;400;5;5;12;634;21;638
400-5-5-2;400;5;5;5;798;6;786
400-5-5-3;400;5;5;13;567;21;587
400-5-5-4;400;5;5;9;769;15;733
400-5-5-5;400;5;5;11;610;17;649
400-5-5-6;400;5;5;6;689;9;707
400-5-5-7;400;5;5;19;329;32;412
400-5-5-8;400;5;5;13;595;23;539
400-5-5-9;400;5;5;10;580;17;608
400-10-0-0;400;10;0;8;660;12;717
400-10-0-1;400;10;0;18;378;34;414
400-10-0-2;400;10;0;7;634;11;636
400-10-0-3;400;10;0;23;151;42;158
400-10-0-4;400;10;0;13;388;37;375
400-10-0-5;400;10;0;11;418;18;475
400-10-0-6;400;10;0;8;743;13;725
400-10-0-7;400;10;0;8;695;13;734
400-10-0-8;400;10;0;15;384;26;428
400-10-0-9;400;10;0;14;716;26;718
400-10-2-0;400;10;2;6;730;10;729
400-10-2-1;400;10;2;21;586;37;588
400-10-2-2;400;10;2;13;554;23;592
400-10-2-3;400;10;2;10;617;17;606
400-10-2-4;400;10;2;29;274;55;261
400-10-2-5;400;10;2;6;702;9;703
400-10-2-6;400;10;2;6;679;8;760
400-10-2-7;400;10;2;5;710;8;724
400-10-2-8;400;10;2;4;650;6;653
400-10-2-9;400;10;2;21;233;37;223
400-10-5-0;400;10;5;18;121;32;183
400-10-5-1;400;10;5;6;714;8;710
400-10-5-2;400;10;5;14;590;25;646
400-10-5-3;400;10;5;5;614;7;603
400-10-5-4;400;10;5;12;459;20;487
400-10-5-5;400;10;5;6;594;8;539
400-10-5-6;400;10;5;17;703;31;723
400-10-5-7;400;10;5;4;749;4;782
400-10-5-8;400;10;5;12;521;21;464
400-10-5-9;400;10;5;17;399;29;432
400-15-0-0;400;15;0;3;728;15;732
400-15-0-1;400;15;0;14;612;24;729
400-15-0-2;400;15;0;14;685;26;702
400-15-0-3;400;15;0;5;703;7;712
400-15-0-4;400;15;0;12;61;13;75
400-15-0-5;400;15;0;9;609;14;545
400-15-0-6;400;15;0;17;158;18;148
400-15-0-7;400;15;0;5;690;6;669
400-15-0-8;400;15;0;12;726;21;743
400-15-0-9;400;15;0;13;684;23;762
400-15-2-0;400;15;2;9;648;14;675
400-15-2-1;400;15;2;8;272;31;269
400-15-2-2;400;15;2;20;532;36;541
400-15-2-3;400;15;2;22;362;42;415
400-15-2-4;400;15;2;4;694;5;617
400-15-2-5;400;15;2;3;831;15;727
400-15-2-6;400;15;2;12;686;22;798
400-15-2-7;400;15;2;6;681;9;687
400-15-2-8;400;15;2;26;221;48;231
400-15-2-9;400;15;2;15;676;26;713
400-15-5-0;400;15;5;6;470;6;496
400-15-5-1;400;15;5;22;593;60;588
400-15-5-2;400;15;5;7;25;7;34
400-15-5-3;400;15;5;15;265;26;264
400-15-5-4;400;15;5;25;75;44;91
400-15-5-5;400;15;5;20;10;34;14
400-15-5-6;400;15;5;6;771;8;694
400-15-5-7;400;15;5;6;528;6;573
400-15-5-8;400;15;5;26;176;50;247
400-15-5-9;400;15;5;22;466;42;419
500-5-0-0;500;5;0;19;1137;34;1057
500-5-0-1;500;5;0;17;1118;30;1152
500-5-0-2;500;5;0;20;1154;36;1181
500-5-0-3;500;5;0;24;1226;46;1261
500-5-0-4;500;5;0;16;1081;29;1144
500-5-0-5;500;5;0;15;1186;27;1317
500-5-0-6;500;5;0;16;1066;28;1089
500-5-0-7;500;5;0;13;1151;22;1102
500-5-0-8;500;5;0;14;1170;25;1223
500-5-0-9;500;5;0;19;996;34;1072
500-5-2-0;500;5;2;16;1144;29;1026
500-5-2-1;500;5;2;40;99;84;133
500-5-2-2;500;5;2;19;1047;31;1074
500-5-2-3;500;5;2;12;1089;15;942
500-5-2-4;500;5;2;20;996;37;1096
500-5-2-5;500;5;2;17;970;29;1067
500-5-2-6;500;5;2;13;980;16;1000
500-5-2-7;500;5;2;15;1067;27;1083
500-5-2-8;500;5;2;24;785;46;739
500-5-2-9;500;5;2;13;1077;22;1141
500-5-5-0;500;5;5;21;996;37;913
500-5-5-1;500;5;5;13;1080;21;1004
500-5-5-2;500;5;5;15;892;27;1004
500-5-5-3;500;5;5;32;970;59;987
500-5-5-4;500;5;5;10;1168;16;1182
500-5-5-5;500;5;5;25;782;47;876
500-5-5-6;500;5;5;23;951;42;1139
500-5-5-7;500;5;5;27;731;49;853
500-5-5-8;500;5;5;16;868;28;950
500-5-5-9;500;5;5;24;739;43;835
500-10-0-0;500;10;0;6;1102;8;1133
500-10-0-1;500;10;0;8;1146;12;1081
500-10-0-2;500;10;0;30;847;56;927
500-10-0-3;500;10;0;47;364;89;393
500-10-0-4;500;10;0;10;1150;17;1081
500-10-0-5;500;10;0;15;641;18;639
500-10-0-6;500;10;0;30;912;56;938
500-10-0-7;500;10;0;25;1044;45;1090
500-10-0-8;500;10;0;16;997;28;957
500-10-0-9;500;10;0;5;1081;8;1123
500-10-2-0;500;10;2;46;346;86;365
500-10-2-1;500;10;2;12;945;18;1005
500-10-2-2;500;10;2;8;1067;11;1100
500-10-2-3;500;10;2;24;1122;44;1168
500-10-2-4;500;10;2;20;621;27;644
500-10-2-5;500;10;2;11;1050;17;1002
500-10-2-6;500;10;2;6;1159;9;1181
500-10-2-7;500;10;2;23;1094;43;1159
500-10-2-8;500;10;2;22;560;40;529
500-10-2-9;500;10;2;5;1080;5;1117
500-10-5-0;500;10;5;27;722;51;727
500-10-5-1;500;10;5;37;562;70;590
500-10-5-2;500;10;5;9;1081;13;1126
500-10-5-3;500;10;5;11;879;17;939
500-10-5-4;500;10;5;22;1083;40;1132
500-10-5-5;500;10;5;25;883;47;888
500-10-5-6;500;10;5;14;880;22;941
500-10-5-7;500;10;5;12;1058;19;1033
500-10-5-8;500;10;5;13;1104;22;966
500-10-5-9;500;10;5;7;1175;16;1278
500-15-0-0;500;15;0;23;794;41;809
500-15-0-1;500;15;0;4;1295;23;1078
500-15-0-2;500;15;0;7;1028;9;1291
500-15-0-3;500;15;0;33;524;61;532
500-15-0-4;500;15;0;21;1096;37;1082
500-15-0-5;500;15;0;39;458;73;501
500-15-0-6;500;15;0;5;1031;6;1165
500-15-0-7;500;15;0;26;1232;30;1174
500-15-0-8;500;15;0;4;1093;6;1135
500-15-0-9;500;15;0;20;1062;38;1135
500-15-2-0;500;15;2;19;1121;35;1126
500-15-2-1;500;15;2;31;739;57;715
500-15-2-2;500;15;2;22;1093;41;1083
500-15-2-3;500;15;2;49;94;103;125
500-15-2-4;500;15;2;18;1198;30;1153
500-15-2-5;500;15;2;21;359;36;381
500-15-2-6;500;15;2;19;1045;34;1112
500-15-2-7;500;15;2;13;1087;21;1127
500-15-2-8;500;15;2;4;1084;23;1069
500-15-2-9;500;15;2;4;1008;23;1067
500-15-5-0;500;15;5;12;507;18;457
500-15-5-1;500;15;5;23;670;43;770
500-15-5-2;500;15;5;51;122;96;121
500-15-5-3;500;15;5;24;724;42;710
500-15-5-4;500;15;5;4;1090;22;1139
500-15-5-5;500;15;5;23;1113;40;999
500-15-5-6;500;15;5;9;1019;14;1107
500-15-5-7;500;15;5;6;1045;9;1053
500-15-5-8;500;15;5;20;1075;36;1186
500-15-5-9;500;15;5;8;603;10;599
1000-5-0-0;1000;5;0;71;4982;133;5296
1000-5-0-1;1000;5;0;76;5307;141;5286
1000-5-0-2;1000;5;0;55;5251;100;5374
1000-5-0-3;1000;5;0;88;5181;164;5307
1000-5-0-4;1000;5;0;101;5324;195;5490
1000-5-0-5;1000;5;0;134;4925;171;4752
1000-5-0-6;1000;5;0;99;4770;192;5011
1000-5-0-7;1000;5;0;69;5383;132;5633
1000-5-0-8;1000;5;0;74;5264;90;5482
1000-5-0-9;1000;5;0;125;3367;240;3757
1000-5-2-0;1000;5;2;65;5488;121;5428
1000-5-2-1;1000;5;2;91;4936;168;5011
1000-5-2-2;1000;5;2;126;3929;249;3983
1000-5-2-3;1000;5;2;214;3365;275;3679
1000-5-2-4;1000;5;2;82;5444;157;5740
1000-5-2-5;1000;5;2;171;4858;219;4850
1000-5-2-6;1000;5;2;49;1080;81;983
1000-5-2-7;1000;5;2;89;4726;165;4963
1000-5-2-8;1000;5;2;70;5217;133;4883
1000-5-2-9;1000;5;2;80;4908;153;5167
1000-5-5-0;1000;5;5;76;4743;145;4941
1000-5-5-1;1000;5;5;115;3693;218;4449
1000-5-5-2;1000;5;5;96;1839;181;2280
1000-5-5-3;1000;5;5;158;3631;309;3634
1000-5-5-4;1000;5;5;108;4982;207;4649
1000-5-5-5;1000;5;5;118;5110;150;4782
1000-5-5-6;1000;5;5;144;3998;180;4129
1000-5-5-7;1000;5;5;121;4253;234;4521
1000-5-5-8;1000;5;5;97;4919;187;4944
1000-5-5-9;1000;5;5;127;4713;249;4495
1000-10-0-0;1000;10;0;57;5567;69;5168
1000-10-0-1;1000;10;0;79;5240;115;5329
1000-10-0-2;1000;10;0;66;5064;99;5149
1000-10-0-3;1000;10;0;46;5275;82;5196
1000-10-0-4;1000;10;0;86;4977;164;5201
1000-10-0-5;1000;10;0;34;4971;58;5122
1000-10-0-6;1000;10;0;96;5354;117;5150
1000-10-0-7;1000;10;0;57;5182;104;5433
1000-10-0-8;1000;10;0;61;5266;112;5109
1000-10-0-9;1000;10;0;161;2410;309;2588
1000-10-2-0;1000;10;2;131;1231;248;1121
1000-10-2-1;1000;10;2;48;5181;88;5202
1000-10-2-2;1000;10;2;62;5175;115;5281
1000-10-2-3;1000;10;2;64;5453;78;5267
1000-10-2-4;1000;10;2;264;1307;341;1437
1000-10-2-5;1000;10;2;90;3755;167;4176
1000-10-2-6;1000;10;2;16;5604;22;5655
1000-10-2-7;1000;10;2;37;5151;63;5152
1000-10-2-8;1000;10;2;44;5072;78;4986
1000-10-2-9;1000;10;2;74;4789;138;5018
1000-10-5-0;1000;10;5;29;5127;48;5635
1000-10-5-1;1000;10;5;280;1770;360;1698
1000-10-5-2;1000;10;5;84;3944;158;3811
1000-10-5-3;1000;10;5;210;171;416;319
1000-10-5-4;1000;10;5;116;3486;221;3292
1000-10-5-5;1000;10;5;81;3247;151;3530
1000-10-5-6;1000;10;5;57;5227;88;5364
1000-10-5-7;1000;10;5;141;306;264;374
1000-10-5-8;1000;10;5;220;387;433;481
1000-10-5-9;1000;10;5;155;2383;295;2397
1000-15-0-0;1000;15;0;42;5000;75;5134
1000-15-0-1;1000;15;0;158;5261;202;5537
1000-15-0-2;1000;15;0;27;4841;45;5021
1000-15-0-3;1000;15;0;73;727;134;989
1000-15-0-4;1000;15;0;25;4994;41;5112
1000-15-0-5;1000;15;0;17;5144;25;5273
1000-15-0-6;1000;15;0;42;5049;78;5483
1000-15-0-7;1000;15;0;18;5231;27;5143
1000-15-0-8;1000;15;0;29;5142;47;4829
1000-15-0-9;1000;15;0;20;5011;32;5303
1000-15-2-0;1000;15;2;18;5151;26;5307
1000-15-2-1;1000;15;2;32;4540;56;4703
1000-15-2-2;1000;15;2;168;1981;319;2069
1000-15-2-3;1000;15;2;24;5185;39;5347
1000-15-2-4;1000;15;2;187;133;385;173
1000-15-2-5;1000;15;2;102;5295;197;5457
1000-15-2-6;1000;15;2;24;5217;38;5120
1000-15-2-7;1000;15;2;32;5116;57;5164
1000-15-2-8;1000;15;2;12;5276;15;5240
1000-15-2-9;1000;15;2;110;774;199;852
1000-15-5-0;1000;15;5;274;680;542;770
1000-15-5-1;1000;15;5;49;1899;83;1870
1000-15-5-2;1000;15;5;61;980;105;1081
1000-15-5-3;1000;15;5;38;5007;65;4814
1000-15-5-4;1000;15;5;155;1750;270;1689
1000-15-5-5;1000;15;5;45;4898;81;4873
1000-15-5-6;1000;15;5;177;662;340;941
1000-15-5-7;1000;15;5;137;305;259;373
1000-15-5-8;1000;15;5;33;5133;58;5268
1000-15-5-9;1000;15;5;181;1217;355;994
2000-5-0-0;2000;5;0;516;22645;986;23661
2000-5-0-1;2000;5;0;432;21305;854;24425
2000-5-0-2;2000;5;0;626;18532;1210;18728
2000-5-0-3;2000;5;0;512;20948;1005;21027
2000-5-0-4;2000;5;0;405;22639;781;24029
2000-5-0-5;2000;5;0;363;23426;691;23938
2000-5-0-6;2000;5;0;453;22685;860;23530
2000-5-0-7;2000;5;0;536;22154;1021;22630
2000-5-0-8;2000;5;0;394;21502;757;21997
2000-5-0-9;2000;5;0;442;23457;835;23345
2000-5-2-0;2000;5;2;332;22376;641;24924
2000-5-2-1;2000;5;2;710;13509;1355;14940
2000-5-2-2;2000;5;2;541;20484;1054;20210
2000-5-2-3;2000;5;2;470;21521;880;22080
2000-5-2-4;2000;5;2;290;23110;534;23554
2000-5-2-5;2000;5;2;669;18875;1271;19261
2000-5-2-6;2000;5;2;443;22327;846;21903
2000-5-2-7;2000;5;2;850;10825;1610;9854
2000-5-2-8;2000;5;2;769;14926;1542;15744
2000-5-2-9;2000;5;2;531;22164;996;23973
2000-5-5-0;2000;5;5;1008;7073;1894;6656
2000-5-5-1;2000;5;5;351;22414;686;22699
2000-5-5-2;2000;5;5;915;9810;1804;9576
2000-5-5-3;2000;5;5;479;23334;927;23525
2000-5-5-4;2000;5;5;690;17513;1272;20897
2000-5-5-5;2000;5;5;744;13757;1449;15445
2000-5-5-6;2000;5;5;712;18897;1375;17827
2000-5-5-7;2000;5;5;544;18543;1003;18937
2000-5-5-8;2000;5;5;678;16969;1290;17156
2000-5-5-9;2000;5;5;580;17604;1134;19138
2000-10-0-0;2000;10;0;387;21924;723;23142
2000-10-0-1;2000;10;0;241;22557;447;23648
2000-10-0-2;2000;10;0;284;22399;527;22900
2000-10-0-3;2000;10;0;226;21634;413;23442
2000-10-0-4;2000;10;0;581;12483;1069;13080
2000-10-0-5;2000;10;0;226;23396;421;23271
2000-10-0-6;2000;10;0;198;22874;357;23573
2000-10-0-7;2000;10;0;497;17630;968;17133
2000-10-0-8;2000;10;0;270;21287;502;21093
2000-10-0-9;2000;10;0;232;22716;426;23176
2000-10-2-0;2000;10;2;366;22379;687;22782
2000-10-2-1;2000;10;2;331;21523;635;22316
2000-10-2-2;2000;10;2;308;22475;576;22525
2000-10-2-3;2000;10;2;860;8760;1598;9312
2000-10-2-4;2000;10;2;325;21996;614;22664
2000-10-2-5;2000;10;2;282;22611;536;23058
2000-10-2-6;2000;10;2;351;20912;664;21773
2000-10-2-7;2000;10;2;303;21416;574;23969
2000-10-2-8;2000;10;2;658;12882;1237;14028
2000-10-2-9;2000;10;2;554;16314;1082;15516
2000-10-5-0;2000;10;5;308;21447;611;22458
2000-10-5-1;2000;10;5;1152;3013;2154;3296
2000-10-5-2;2000;10;5;1115;3522;2139;3754
2000-10-5-3;2000;10;5;303;22176;575;22142
2000-10-5-4;2000;10;5;451;16309;895;17161
2000-10-5-5;2000;10;5;364;22534;696;22774
2000-10-5-6;2000;10;5;971;3374;1838;3337
2000-10-5-7;2000;10;5;993;3945;1877;4300
2000-10-5-8;2000;10;5;425;21961;829;22968
2000-10-5-9;2000;10;5;332;21170;649;22264
2000-15-0-0;2000;15;0;84;22128;137;22755
2000-15-0-1;2000;15;0;907;2993;1716;2751
2000-15-0-2;2000;15;0;279;22009;547;21588
2000-15-0-3;2000;15;0;943;1837;1624;1414
2000-15-0-4;2000;15;0;229;21556;427;23012
2000-15-0-5;2000;15;0;85;22360;146;23124
2000-15-0-6;2000;15;0;122;21901;217;22560
2000-15-0-7;2000;15;0;221;20857;417;23131
2000-15-0-8;2000;15;0;72;21836;113;22971
2000-15-0-9;2000;15;0;261;22108;473;22830
2000-15-2-0;2000;15;2;216;22241;385;22961
2000-15-2-1;2000;15;2;108;22004;187;22665
2000-15-2-2;2000;15;2;656;9666;1227;10125
2000-15-2-3;2000;15;2;148;21910;270;22448
2000-15-2-4;2000;15;2;227;22111;428;22652
2000-15-2-5;2000;15;2;770;3104;1356;3453
2000-15-2-6;2000;15;2;218;21840;399;22768
2000-15-2-7;2000;15;2;1119;835;1963;976
2000-15-2-8;2000;15;2;130;20644;231;22629
2000-15-2-9;2000;15;2;115;22397;202;22398
2000-15-5-0;2000;15;5;290;20958;545;22402
2000-15-5-1;2000;15;5;316;19729;552;20109
2000-15-5-2;2000;15;5;181;18971;332;22480
2000-15-5-3;2000;15;5;173;22035;321;22577
2000-15-5-4;2000;15;5;938;3638;1824;4324
2000-15-5-5;2000;15;5;1025;1837;1936;2295
2000-15-5-6;2000;15;5;143;21041;247;22494
2000-15-5-7;2000;15;5;138;22921;243;22530
2000-15-5-8;2000;15;5;763;2969;1367;3172
2000-15-5-9;2000;15;5;239;20963;445;22463
5000-5-0-0;5000;5;0;3907;104345;7594;102697
5000-5-0-1;5000;5;0;1574;212768;3389;205069
5000-5-0-2;5000;5;0;1667;210650;3516;210664
5000-5-0-3;5000;5;0;3226;129579;6725;124299
5000-5-0-4;5000;5;0;1494;208249;3503;193006
5000-5-0-5;5000;5;0;1553;206029;3410;208061
5000-5-0-6;5000;5;0;1923;196763;5082;199749
5000-5-0-7;5000;5;0;3011;207689;5396;216628
5000-5-0-8;5000;5;0;6860;21841;14080;26366
5000-5-0-9;5000;5;0;885;194211;3219;200030
5000-5-2-0;5000;5;2;2758;163840;5522;153064
5000-5-2-1;5000;5;2;1575;207225;3402;210546
5000-5-2-2;5000;5;2;1363;198889;3401;196302
5000-5-2-3;5000;5;2;1696;196194;3401;203736
5000-5-2-4;5000;5;2;2424;201128;4805;194962
5000-5-2-5;5000;5;2;1830;166102;5024;165708
5000-5-2-6;5000;5;2;1674;195086;3320;203286
5000-5-2-7;5000;5;2;4053;116049;8059;124172
5000-5-2-8;5000;5;2;1931;199862;5283;205353
5000-5-2-9;5000;5;2;1327;182154;3935;189156
5000-5-5-0;5000;5;5;5718;57040;11400;53723
5000-5-5-1;5000;5;5;7150;28880;12839;31505
5000-5-5-2;5000;5;5;3299;203565;5065;191830
5000-5-5-3;5000;5;5;4132;109323;8187;111192
5000-5-5-4;5000;5;5;2885;168070;5691;159188
5000-5-5-5;5000;5;5;2097;200262;4740;191197
5000-5-5-6;5000;5;5;5616;61746;10898;61382
5000-5-5-7;5000;5;5;3439;158221;6863;155666
5000-5-5-8;5000;5;5;4318;113132;7314;111951
5000-5-5-9;5000;5;5;3472;135903;7181;118609
5000-10-0-0;5000;10;0;365;209935;675;203586
5000-10-0-1;5000;10;0;222;202318;385;213142
5000-10-0-2;5000;10;0;2087;195059;3379;199326
5000-10-0-3;5000;10;0;146;190181;232;202729
5000-10-0-4;5000;10;0;823;200544;806;207365
5000-10-0-5;5000;10;0;398;199819;735;204204
5000-10-0-6;5000;10;0;574;190369;1097;190164
5000-10-0-7;5000;10;0;973;204172;3463;208669
5000-10-0-8;5000;10;0;1140;204228;3431;200718
5000-10-0-9;5000;10;0;347;192816;643;195438
5000-10-2-0;5000;10;2;425;205652;792;205170
5000-10-2-1;5000;10;2;4959;40256;9890;37564
5000-10-2-2;5000;10;2;2524;22275;5012;28957
5000-10-2-3;5000;10;2;1252;188491;3408;190051
5000-10-2-4;5000;10;2;2145;195780;3403;191596
5000-10-2-5;5000;10;2;247;203495;442;208342
5000-10-2-6;5000;10;2;1061;192073;3465;192114
5000-10-2-7;5000;10;2;375;195633;697;162773
5000-10-2-8;5000;10;2;491;194673;926;190947
5000-10-2-9;5000;10;2;402;190999;748;199533
5000-10-5-0;5000;10;5;249;209531;438;207078
5000-10-5-1;5000;10;5;2438;14317;4777;17377
5000-10-5-2;5000;10;5;4007;38592;10403;39078
5000-10-5-3;5000;10;5;523;194585;1005;196541
5000-10-5-4;5000;10;5;432;201946;802;203224
5000-10-5-5;5000;10;5;332;193996;610;198019
5000-10-5-6;5000;10;5;1091;188962;2435;184086
5000-10-5-7;5000;10;5;1420;19355;2760;17405
5000-10-5-8;5000;10;5;1367;7224;2646;9093
5000-10-5-9;5000;10;5;5566;41019;12191;44775
5000-15-0-0;5000;15;0;169;206080;278;201316
5000-15-0-1;5000;15;0;3432;201888;6889;203095
5000-15-0-2;5000;15;0;3366;195177;6712;196617
5000-15-0-3;5000;15;0;190;199946;333;206905
5000-15-0-4;5000;15;0;3457;202213;6872;203365
5000-15-0-5;5000;15;0;3353;199091;6708;202638
5000-15-0-6;5000;15;0;106;186882;156;187366
5000-15-0-7;5000;15;0;8538;12413;17089;11920
5000-15-0-8;5000;15;0;8441;14643;16806;16794
5000-15-0-9;5000;15;0;3434;189303;6885;192709
5000-15-2-0;5000;15;2;3245;207191;6439;205877
5000-15-2-1;5000;15;2;3313;198564;6578;206023
5000-15-2-2;5000;15;2;3146;198002;6251;192612
5000-15-2-3;5000;15;2;3411;203080;6814;207125
5000-15-2-4;5000;15;2;118;198847;185;201695
5000-15-2-5;5000;15;2;3402;192998;6777;207754
5000-15-2-6;5000;15;2;1151;16450;2218;15479
5000-15-2-7;5000;15;2;3358;201513;6721;206472
5000-15-2-8;5000;15;2;8664;13788;17400;14983
5000-15-2-9;5000;15;2;8828;6451;17672;8540
5000-15-5-0;5000;15;5;3383;201852;6818;206294
5000-15-5-1;5000;15;5;3258;205405;6516;205401
5000-15-5-2;5000;15;5;3350;189502;6652;163285
5000-15-5-3;5000;15;5;3281;203962;6572;193551
5000-15-5-4;5000;15;5;138;188875;218;160206
5000-15-5-5;5000;15;5;3466;192757;6928;192879
5000-15-5-6;5000;15;5;3416;206401;6890;202197
5000-15-5-7;5000;15;5;3311;203350;6600;206010
5000-15-5-8;5000;15;5;173;192642;288;190662
5000-15-5-9;5000;15;5;8783;9236;17439;11861
